412.00	0.2003	0.0005	0.0003	0.7989
413.00	0.2003	0.0005	0.0003	0.7989
414.00	0.2003	0.0005	0.0003	0.7989
415.00	0.2003	0.0005	0.0003	0.7990
416.00	0.2003	0.0004	0.0003	0.7990
417.00	0.2003	0.0004	0.0003	0.7990
418.00	0.2002	0.0004	0.0003	0.7990
419.00	0.2002	0.0004	0.0003	0.7991
420.00	0.2002	0.0004	0.0003	0.7991
421.00	0.2002	0.0004	0.0003	0.7991
422.00	0.2002	0.0004	0.0003	0.7992
423.00	0.2002	0.0004	0.0002	0.7992
424.00	0.2002	0.0004	0.0002	0.7992
425.00	0.2002	0.0004	0.0002	0.7992
426.00	0.2002	0.0004	0.0002	0.7992
427.00	0.2002	0.0003	0.0002	0.7993
428.00	0.2001	0.0003	0.0002	0.7993
429.00	0.2001	0.0003	0.0002	0.7993
430.00	0.2001	0.0003	0.0002	0.7993
431.00	0.2001	0.0003	0.0002	0.7994
432.00	0.2001	0.0003	0.0002	0.7994
433.00	0.2001	0.0003	0.0002	0.7994
434.00	0.2001	0.0003	0.0002	0.7994
435.00	0.2001	0.0003	0.0002	0.7994
436.00	0.2001	0.0003	0.0002	0.7995
437.00	0.2001	0.0003	0.0002	0.7995
438.00	0.2001	0.0003	0.0002	0.7995
439.00	0.2001	0.0003	0.0002	0.7995
440.00	0.2001	0.0003	0.0002	0.7995
441.00	0.2001	0.0002	0.0002	0.7995
442.00	0.2000	0.0002	0.0002	0.7996
443.00	0.2000	0.0002	0.0002	0.7996
444.00	0.2000	0.0002	0.0002	0.7996
445.00	0.2000	0.0002	0.0001	0.7996
446.00	0.2000	0.0002	0.0001	0.7996
447.00	0.2000	0.0002	0.0001	0.7996
448.00	0.2000	0.0002	0.0001	0.7996
449.00	0.2000	0.0002	0.0001	0.7997
450.00	0.2000	0.0002	0.0001	0.7997
451.00	0.2000	0.0002	0.0001	0.7997
452.00	0.2000	0.0002	0.0001	0.7997
453.00	0.2000	0.0002	0.0001	0.7997
454.00	0.2000	0.0002	0.0001	0.7997
455.00	0.2000	0.0002	0.0001	0.7997
456.00	0.2000	0.0002	0.0001	0.7997
457.00	0.2000	0.0002	0.0001	0.7998
458.00	0.2000	0.0002	0.0001	0.7998
459.00	0.2000	0.0002	0.0001	0.7998
460.00	0.2000	0.0002	0.0001	0.7998
461.00	0.1999	0.0002	0.0001	0.7998
462.00	0.1999	0.0002	0.0001	0.7998
463.00	0.1999	0.0001	0.0001	0.7998
464.00	0.1999	0.0001	0.0001	0.7998
465.00	0.1999	0.0001	0.0001	0.7998
466.00	0.1999	0.0001	0.0001	0.7998
467.00	0.1999	0.0001	0.0001	0.7999
468.00	0.1999	0.0001	0.0001	0.7999
469.00	0.1999	0.0001	0.0001	0.7999
470.00	0.1999	0.0001	0.0001	0.7999
471.00	0.1999	0.0001	0.0001	0.7999
472.00	0.1999	0.0001	0.0001	0.7999
473.00	0.1999	0.0001	0.0001	0.7999
474.00	0.1999	0.0001	0.0001	0.7999
475.00	0.1999	0.0001	0.0001	0.7999
476.00	0.1999	0.0001	0.0001	0.7999
477.00	0.1999	0.0001	0.0001	0.7999
478.00	0.1999	0.0001	0.0001	0.7999
479.00	0.1999	0.0001	0.0001	0.7999
480.00	0.1999	0.0001	0.0001	0.8000
481.00	0.1999	0.0001	0.0001	0.8000
482.00	0.1999	0.0001	0.0001	0.8000
483.00	0.1999	0.0001	0.0001	0.8000
484.00	0.1999	0.0001	0.0001	0.8000
485.00	0.1999	0.0001	0.0001	0.8000
486.00	0.1999	0.0001	0.0001	0.8000
487.00	0.1999	0.0001	0.0001	0.8000
488.00	0.1999	0.0001	0.0001	0.8000
489.00	0.1999	0.0001	0.0001	0.8000
490.00	0.1999	0.0001	0.0001	0.8000
491.00	0.1999	0.0001	0.0000	0.8000
492.00	0.1999	0.0001	0.0000	0.8000
493.00	0.1999	0.0001	0.0000	0.8000
494.00	0.1999	0.0001	0.0000	0.8000
495.00	0.1999	0.0001	0.0000	0.8000
496.00	0.1999	0.0001	0.0000	0.8000
497.00	0.1998	0.0001	0.0000	0.8000
498.00	0.1998	0.0001	0.0000	0.8000
499.00	0.1998	0.0001	0.0000	0.8001
500.00	0.1998	0.0001	0.0000	0.8001
